Codi farm,Oficina de farmàcia,Tipus via,Nom via,Núm. Via,Municipi,CP,ABS,Telèfon
F08019795,TARRIDA CHECA. NURIA,CR,ARGELINES,49,OLESA DE MONTSERRAT,08640,168 OLESA DE MONTSERRAT,937781036
F08019805,BLAZQUEZ RODRIGUEZ. MERCE,CR,MIQUEL I BADIA,12,BARCELONA,08024,358 BARCELONA 6-E,932131666
F08019812,RAMIS MIRO. MARIA TERESA/LLEBARIA RAMIS. MARIONA,CR,ROSSELLO,98,SANT BOI DE LLOBREGAT,08830,202 SANT BOI DE LLOBREGAT 1,936523931
F08019820,ROCA HUERGO.SUSANA ISABEL,CR,BALMES,83-85,SABADELL,08203,191 SABADELL 1B,937270594
F08019837,CORTADA SINDREU. ANNA,CR,BARCELONA,26,ARGENTONA,08310,10 ARGENTONA,937971400
F08019844,COLOME FUSTE. SUSANA,CR,TORTOSA,105,BADALONA,08918,275 BADALONA 4,933886250
F08019851,LANTIGUA RODRIGUEZ. M.ANGELS,CR,MINERIA,70,BARCELONA,08038,383 BARCELONA 3-H,933324062
F08019869,CALDUCH PORTA. MARTA,CR,MIQUEL REVERTER,22,SANT JUST DESVERN,08960,216 SANT JUST DESVERN,933720201
F08019876,MATAS FERNÁNDEZ. SANDRA,CR,SANTA LLUCIA,97,VILANOVA DEL CAMÍ,08788,269 VILANOVA DEL CAMÍ,938036171
F08019883,HERNANDEZ MARCE. BEGOÑA,AV,CONSTITUCIO,76-80,SANT ANDREU DE LA BARCA,08740,201 SANT ANDREU DE LA BARCA,936820357
F08019890,BONDIA MARTINEZ. FERNANDO,CR,SALVADOR ESPRIU,2,SANT JUST DESVERN,08960,216 SANT JUST DESVERN,933721502
F08019900,ALIAS FAYA. ANA M,CR,CANIGO,50,L'HOSPITALET DE LLOBREGAT,08901,289 L'HOSPITALET DE LLOBREGAT 2 -S.JOSEP,933379061
F08019918,MASDEU PUIG. M.ANTONIA,AV,BEJAR,39,TERRASSA,08225,251 TERRASSA E,937354774
F08019925,ROCAMORA PUJOL. ELISABET GEMMA,PS,ESGLESIA,4,ABRERA,08630,370 ABRERA,937703684
F08019932,MONTORO PEREZ. JOSEP (HEREUS),CR,GRAN VIA CORTS CATALANES,1180,BARCELONA,08020,74 BARCELONA 10-D,933134366
F08019940,COROMINAS MOLINER. ANNA,CR,CAIXA D'ESTALVIS DE MANRESA,6,CERCS,08698,82 BERGA,938248252
F08019957,DURAN GIRALT. ANNA,CR,MIQUEL SERVET,25,SANT PERE DE RIBES,08810,393 RIBES-OLIVELLA,938934551
F08019964,MILA PRÜNTE.VICTOR,CR,ROSA RIBAS PARELLADA,23,EL PRAT DE LLOBREGAT,08820,183 EL PRAT DE LLOBREGAT 2,933791096
F08019989,ISERN GARCIA. MARIA ALEGRIA,AV,CATALUNYA,135,PARETS DEL VALLÈS,08150,175 PARETS DEL VALLÈS,935620472
F08019996,LUQUE ENRÍQUEZ. FERNANDO,CR,BERTRAN DE SEVA,3,GRANOLLERS,08402,285 GRANOLLERS 2 - NORD,938491810
F08020007,UMBERT COSTA. MONTSERRAT,CR,DE LA PLAÇA,94,PREMIÀ DE MAR,08330,186 PREMIÀ DE MAR,937515194
F08020014,GONZALEZ MERCADER. MARGARITA,AV,POMPEU FABRA,2,BARCELONA,08024,358 BARCELONA 6-E,932101016
F08020021,CORNELLAS FALGUERAS. PIUS,CT,D'OLOT,61,MANLLEU,08560,144 MANLLEU,938512595
F08020039,BUXEDA FIGUEROLA. MARTA,AV,SANTA EULALIA,371,TERRASSA,08223,356 TERRASSA-G,937836960
F08020046,GOMEZ MUNDO. MARTA,AV,ONZE DE SETEMBRE,38,SEVA,08553,253 TONA,936313805
F08020053,FRANCITORRA PRAT.PERE/FRANCITORRA FERRER.PERE,AV,MARE DE DEU DE MONTSERRAT,61,PINEDA DE MAR,08397,325 PINEDA,937624655
F08020060,MORILLO BASSAS. LOURDES,CR,PARAGUAY,25,BARCELONA,08020,74 BARCELONA 10-D,933138400
F08020078,LLUIS CARPINTERO. PERE RAMON,CR,ALTIMIRA,18,CERDANYOLA DEL VALLÈS,08290,105 CERDANYOLA DEL VALLÈS 2,936924708
F08020092,DE REYNOSO BONET. M.GLORIA DE,CR,Torrent del Batlle ,3,TERRASSA,08225,251 TERRASSA E,937 80 88
F08020102,FERNANDEZ TAPIA. M. PILAR,CT,NOVA,29,VALLGORGUINA,08470,207 SANT CELONI,938672151
F08020110,GALINDO LOZANO. TERESA/MARTIN PALMA.ANNA,AV,CAN SERRA,20,L'HOSPITALET DE LLOBREGAT,08906,297 L'HOSPITALET DE LLOBREGAT 10 - C.SERRA,933388400
F08020127,VILAMALA TERRICABRAS.JORDI/VILAMALA LLAVERIA. GRISELDA I ALBERT,CT,DE CORNELLÀ,99-101,ESPLUGUES DE LLOBREGAT,08950,117 ESPLUGUES DE LLOBREGAT 2,933721701
F08020134,CLIMENT CASTRO. ANNA M.,CR,CAN MAGRE,4,MOLLET DEL VALLÈS,08100,348 MOLLET DEL VALLÈS-EST,935707368
F08020141,GIL COLOMER. PILAR,CR,ARAGO,39,CARDEDEU,08440,95 CARDEDEU,938460104
F08020159,LLANSO SANCHEZ. OSCAR,CR,PONENT,8,MALGRAT DE MAR,08380,143 MALGRAT DE MAR,937611904
F08020173,BRIO GUIBERNAU. MONTSERRAT,CR,ANTONIO MACHADO,18,BARCELONA,08042,62 BARCELONA 8-F,934272495
F08020180,CASAMADA ROS. LLUÍS.,AV,DE LA PAU,51,SANT CELONI,08470,207 SANT CELONI,938671803
F08020198,PERALES AGUSTIN. SARA,AV,CUBELLES,41,VILANOVA I LA GELTRÚ,08800,316 VILANOVA I LA GELTRÚ 1,938150604
F08020215,RUANO TIBAU. M.SOCORRO,CR,SABADELL,41,CALDES DE MONTBUI,08140,89 CALDES DE MONTBUI,938650566
F08020222,GARZON GRANE. CARLES,CR,FONT DELS CAPELLANS,10,MANRESA,08243,148 MANRESA 4,938747800
F08020230,LUCA GALLEGO. M.PILAR DE,AV,CARMEN AMAYA,S/N,L'HOSPITALET DE LLOBREGAT,08902,298 L'HOSPITALET DE LLOBREGAT 11 - GORNAL,933361001
F08020247,DE DIOS CULEBRAS. PILAR,CR,COMERÇ,5,MARTORELL,08760,149 MARTORELL,937753229
F08020254,NOFRE MERCADER. BERTA,CR,MANLLEU,31,TORELLÓ,08570,254 VALL DEL GES,938592252
F08020261,VALDERRAMA VILA. SUSANA/LOPEZ SANCHEZ. MERCEDES,CR,EUGENI D'ORS,S/N,VILAFRANCA DEL PENEDÈS,08720,397 VILAFRANCA DEL PENEDÈS 1,938901796
F08020279,LOPEZ SANTIN. LIDIA,PS,DOCTOR LLEOPART,4,OLOST,08516,185 LLUÇANÈS,938880209
F08020293,ALTIRRIBA PERTEGAZ. JOAN,CR,SANTA MARIA,93,VILASSAR DE MAR,08340,271 VILASSAR DE MAR,937595958
F08020328,GOMA LLAIRO. LAURA,CR,MILA i FONTANALS,79,SANTA COLOMA DE GRAMENET,08922,368 SANTA COLOMA DE GRAMENET 6,933925601
F08020335,DIAZ MEDINA. ANDRES,CR,ESGLESIA,360,CALELLA,08370,90 CALELLA,937662093
F08020342,ESTEVE GATNAU. GENAR,CR,SANT CORNELI,1,COLLBATÓ,08293,115 ESPARRAGUERA,937770076
F08020350,SANTIAGO ORTEGA. MARIA LUISA,CR,MOLI DE LES PLANES,24,SANT CUGAT DEL VALLÈS,08196,389 SANT CUGAT DEL VALLÈS-2,936749251
F08020367,AVILES CORTES. MONTSERRAT,CR,SERRA,27,ULLASTRELL,08231,250 TERRASSA D,937809060
F08020374,UTGES GABARRO. NURIA,CR,SANT BOI,3,MONTESQUIU,08585,217 SANT QUIRZE DE BESORA,938550077
F08020381,GAZA PAUSAS. M. ISABEL/VIAYNA GAZA. ANTONIO,GV,LLUIS COMPANYS,136,PREMIÀ DE MAR,08330,186 PREMIÀ DE MAR,937515800
F08020399,ARRIBAS GENESCA. ALEX,CR,QUATRE CANTONS,1,CASTELLVÍ DE LA MARCA,08732,176 PENEDÈS RURAL,938918207
F08020409,ROCA ROSELL. MARIA,AV,POETES CATALANS,27,FOLGUEROLES,08519,238 SANTA EUGÈNIA DE BERGA,938887085
F08020416,TORRES SANCHO. ANGEL,CR,MAJOR,22,SANTA EULÀLIA DE RIUPRIMER,08505,351 VIC-2 SUD,938830004
F08020423,ENGEL CELLIER. CARLES,AV,NOU,2,CANYELLES,08811,394 ROQUETES-CANYELLES,938973044
F08020430,SEGURA BENANTE. NEUS,PL,FORMICO,S/N,LA LLACUNA,08779,131 ANOIA RURAL,938976154
F08020455,GARCIA LORENTE. LARA,RB,DEL GORG,22,BADALONA,08918,275 BADALONA 4,934028969
F08020462,CASACUBERTA TOR. MA. LLUISA,CR,VELL,S/N,SANT BARTOMEU DEL GRAU,08519,185 LLUÇANÈS,938889101
F08020470,FONT GARRIGA. XAVIER.,CT,DE BARCELONA,43,AVINYONET DEL PENEDÈS,08793,176 PENEDÈS RURAL,938970082
F08020487,MOLINAS COLLDEFORS. M.ANTONIA,CR,BISBE PONÇ,21,GUALBA,08474,207 SANT CELONI,938487028
F08020494,MARTINEZ BENITO. MARINA,CR,PAU CASALS,3,DOSRIUS,08319,10 ARGENTONA,937918221
F08020504,SORIANO SEMPERE. JOSE JAVIER,CT,ANTIGA DE VALENCIA,31,BADALONA,08914,277 BADALONA 6,933999276
F08020511,GAYA MONTSERRAT. SANTIAGO,CR,CARRERADA,28,OLÈRDOLA,08734,176 PENEDÈS RURAL,938903619
F08020529,FERRE GARRICH. JOSEP M,CR,SANTS  ABDON I SENEN,15,EL PLA DEL PENEDÈS,08733,176 PENEDÈS RURAL,938988133
F08020550,CALM NOGUES.MA. JOSEP,PS,COMTE VILARDAGA,89-91,SANT FELIU DE LLOBREGAT,08980,210 SANT FELIU DE LLOBREGAT 2,936669201
F08020568,BERINGUES SORRIBAS. LLUIS,AV,DE LLUIS COMPANYS,46,SANT CUGAT DEL VALLÈS,08172,388 SANT CUGAT DEL VALLÈS-1,935893708
F08020575,COSTA BOTINES. CARME,CR,MARE DE DEU DEL PILAR,10,RIPOLLET,08291,384 CERDANYOLA-RIPOLLET,936921034
F08020582,AGUSTI GARCIA-NAVARRO.M.ASUNCION,RB,MARINA,204,L'HOSPITALET DE LLOBREGAT,08907,299 L'HOSPITALET DE LLOBREGAT 12 (BELLVITGE),933367602
F08020600,CORDOMI CAMPANYA. GEMMA,CR,SANT JOAN BAPTISTA,6,LA TORRE DE CLARAMUNT,08789,337 CAPELLADES,938012000
F08020624,RACHDAN BELDA. FÁTIMA,TS,DE DALT,110,BARCELONA,08024,358 BARCELONA 6-E,932196797
F08020631,VIÑALS FERRER. LAIA,CR,SANT MARTI,44,CARME,08787,131 ANOIA RURAL,938080165
F08020649,URIARTE CULLERE. MIGUEL,CR,DOCTOR REIG,67,VILADECANS,08840,266 VILADECANS 2,936589251
F08020656,GABARROS GUERRERO. ANNA,PL,SANT ANTONI MARIA CLARET,4,SANTA MARIA D'OLÓ,08273,11 ARTÉS,938385226
F08020670,FERRER VERDURA. M.ROSA,CT,DE BERGA,13,OLVAN,08611,128 BAIX BERGUEDÀ,938211008
F08020688,GENOVA ROJO. ANNA,AV,DEL MAR,S/N,SANTA SUSANNA,08398,325 PINEDA,937634093
F08020695,JUNYENT SANTAMARIA. ELENA,CR,ESGLESIA,53,ELS HOSTALETS DE PIEROLA,08781,338 PIERA,937712355
F08020705,GUMA VICH. JOSEP,CR,DOCTOR TRUETA,16,MEDIONA,08773,218 SANT SADURNÍ D'ANOIA,938985058
F08020712,BOSCH GIBERT. MONTSERRAT,CR,SEGIMON TOMEU,1 BIS,TORRELAVIT,08775,218 SANT SADURNÍ D'ANOIA,938995827
F08020744,FERRE GARRICH. IRENE,AV,CATALUNYA/STA.MARIA,34,FONT-RUBÍ,08736,176 PENEDÈS RURAL,938978590
F08020751,DOMENECH FABREGAT. JOSEFINA,CR,PRATS,5 BIS,SANT MARTÍ DE TOUS,08712,131 ANOIA RURAL,938096179
F08020769,CUESTA PÉREZ. M. ISABEL,CR,SANTA ROSA,5,ESPLUGUES DE LLOBREGAT,08950,117 ESPLUGUES DE LLOBREGAT 2,933725852
F08020776,AREVALO DORADO. JESUS,CR,CORDOBA,47,SANTA COLOMA DE GRAMENET,08924,224 SANTA COLOMA DE GRAMENET 3,933927353
F08020790,VENTURA ORRIOLS. EMMA,PL,DEL MONESTIR,9,L'ESTANY,08148,159 MOIÀ,938303031
F08020800,ITARTE CASANOVA. M.DOLORS/BELENCOSO ITARTE.CAROLINA,AV,PINEDA,20,CASTELLDEFELS,08860,366 CASTELLDEFELS-2,936654711
F08020818,ALVAREZ FERNANDEZ. ROSA MARIA,CT,SANT JOAN DESPI,25,CORNELLÀ DE LLOBREGAT,08940,108 CORNELLÀ DE LLOBREGAT 1,933775391
F08020825,HERRERO TORRES. JORGE,CR,PLINI EL VELL,1-5,SABADELL,08206,345 SABADELL 4-B,937165497
F08020832,ESCURA CARABIAS. ALEJANDRO,CR,DEL TIBIDABO,68,BARBERÀ DEL VALLÈS,08210,320 BARBERÀ DEL VALLÈS,937190101
F08020840,ACOSTA LORENZO. MA. DOLORS,CT,DE MANRESA,1,SANT FELIU SASSERRA,08274,11 ARTÉS,938819006
F08020857,JIMENEZ LOPEZ. GABRIEL,PL,DE LA SARDANA,10,ELS PRATS DE REI,08281,88 CALAF,938698869
F08020864,VAQUER VIEDMA. MARIA,CR,SANT JOSEP,4,LES MASIES DE RODA,08510,377 RODA DE TER,938541179
F08020871,SERAROLS GOLOBARDES. M.DOLORS,GR,LA BALCONADA,S/N,MANRESA,08243,148 MANRESA 4,938743957
F08020889,CRESPI ARNAUS. M. DOLORS,CR,CALABRIA,78,LA GARRIGA,08530,121 LA GARRIGA,938716996
F08020906,MARTINEZ FOLCH. JOSEP M,CR,SALVADOR BADIA,13,VACARISSES,08233,98 MONTSERRAT,938359400
F08020913,GALCERAN JO. ANNA,PS,DOCTOR MORAGAS,184,BARBERÀ DEL VALLÈS,08210,320 BARBERÀ DEL VALLÈS,937190252
F08020920,CAPDEVILA BASSOLS. RAFEL,CR,ANGEL GUIMERA,17,BADALONA,08917,281 BADALONA 10,933837402
F08020938,LOZANO ARROYO. ISMAEL,CR,GUATEMALA,16,SANT ANDREU DE LA BARCA,08740,201 SANT ANDREU DE LA BARCA,936533404
F08020952,PALACIOS AGUILAR. ENRIQUE,RB,ALBACETE,45,SANT VICENÇ DELS HORTS,08620,375 SANT VICENÇ DELS HORTS-2,936566252
F08020960,SOLA BADIA. OLGA,CR,BRUC DEL MIG,15 BIS,EL BRUC,08294,115 ESPARRAGUERA,937710201
F08020977,RAMIA OLLER. ANNA M.,CR,VINT-I-CINC DE JUNY,S/N,SANT ISCLE DE VALLALTA,08359,93 CANET DE MAR,937938151
F08020984,JUVES VIDAL. PERE,CR,MILA I FONTANALS,18-20,SANT CUGAT SESGARRIGUES,08798,176 PENEDÈS RURAL,938970243
F08020991,NOGUERA MARTORELL. ENRIC,CR,SANT JAUME,87,CALELLA,08370,90 CALELLA,937694754
F08021057,HERNÁNDEZ VALLEJO. MIKEL,CR,JACINT VERDAGUER,1,RODA DE TER,08510,377 RODA DE TER,938540553
F08021071,MITJANS BAQUES PERE  JOAN,CT,DE LA DIPUTACIO,S/N,VILOBÍ DEL PENEDÈS,08735,176 PENEDÈS RURAL,938978155
F08021089,RODRIGUEZ BRAUN. JUAN,CR,MALLORCA,18,PREMIÀ DE MAR,08330,186 PREMIÀ DE MAR,937511874
F08021096,TORRAS GALI. MONTSERRAT,CR,EDUARD PEÑA,30,SANT VICENÇ DE CASTELLET,08295,219 SANT VICENÇ DE CASTELLET,938331673
F08021113,GUILLEN SIMON . LAURA,CR,TEODORO MIRALLES,3,VILADA,08613,82 BERGA, 93823808
F08021138,PÉREZ MARTRA. PEP.,CR,EMILI VENDRELL,6,TORDERA,08490,336 TORDERA,937640455
F08021145,TORREGUITART.LOURDES/GUERRERO.MARIA JOSE/PALLI.SERGI,CT,AEROPORT,S/N,EL PRAT DE LLOBREGAT,08820,184 EL PRAT DE LLOBREGAT 3,933704503
F08021160,LLUCH VILLAMOR. M.CARME,PS,DEL CENTENARI,25,VILANOVA DEL VALLÈS,08410,164 MONTORNÈS / MONTMELÓ,932134874
F08021177,BERGA MARTI. CARLES,CR,JAUME ABRIL,23,VILADECANS,08840,265 VILADECANS 1,936582598
F08021219,BRUFAU TUDELA. PERE,CM,VELL  DE TIANA,56,MONTGAT,08390,319 MONTGAT,934690886
F08021265,MUÑOZ ROIG. FRANCISCO JAVIER,CR,LOPEZ  DE CASTRO,9,SANTA MARIA DE MARTORELLES,08106,150 MARTORELLES,935701182
F08021280,OLIVELLA MIQUEL. RAQUEL,CR,MIQUEL BATLLE,14,VALLIRANA,08759,261 VALLIRANA,936601046
F08021297,CAUS FUMAÑA. MARTA,PL,DEL PI,5,CERDANYOLA DEL VALLÈS,08193,104 CERDANYOLA DEL VALLÈS 1,936914655
F08021307,CERDA MOTA.RAMON/GABALDON ROSELL.VIRGILI,CR,MOLI,19,OLESA DE BONESVALLS,08795,176 PENEDÈS RURAL,938984166
F08021339,CORTES ESPONA. JAUME,CR,SANT MARC,19,SANT SALVADOR DE GUARDIOLA,08253,145 MANRESA 1,938352600
F08021346,SELVA MARTI. CRISTINA,CR,TORRENT,14,CERDANYOLA DEL VALLÈS,08290,104 CERDANYOLA DEL VALLÈS 1,935947430
F08021353,ARUMI ESQUIS. MERCEDES/MARCH VILA ELISABET,CR,MESTRE MAGI RAMENTOL,7,RUBÍ,08191,310 RUBÍ 2,936973456
F08021378,BASTE SABE. M IMMACULADA,CR,EL SUI,2,CÀNOVES I SAMALÚS,08445,95 CARDEDEU,938710534
F08021402,LAUROBA CANALETA. CAROLINA,CR,CASTELLDEFELS,S/N,GAVÀ,08850,123 GAVÀ 2,936332133
F08021427,TAULE ROMAGOSA. FRANCESC,CR,PRINCEPS ESPANYA,70,ESPARREGUERA,08292,115 ESPARRAGUERA,937774054
F08021434,KAID-SALAH FERRON. SHEDDAD,CR,MOLI,4,MONISTROL DE CALDERS,08275,11 ARTÉS,938399137
F08021441,GALCERAN CATAFAU. SALVADOR,AV,GENERALITAT,41,BARBERÀ DEL VALLÈS,08210,320 BARBERÀ DEL VALLÈS,937184805
F08021459,IGLESIAS ALASTRUE. MA. ISABEL,AV,PRAT DE LA RIBA,5,SANT FOST DE CAMPSENTELLES,08105,150 MARTORELLES,935700320
F08021466,QUIRÓS BERNAL. MARIA CARMEN,CR,CAMELIES,32,MONTCADA I REIXAC,08110,302 MONTCADA I REIXAC,935646904
F08021473,RAICH BALAGUE. MA. CARME,CT,BARRIADA BASSACS,50,GIRONELLA,08680,128 BAIX BERGUEDÀ,939999999
F08021498,CASAS BOSCH.MA CARME,CR,COMERÇ,16,SANT CELONI,08470,207 SANT CELONI,938675788
F08021515,VALENZUELA RUMBERO. GEMA,CR,ESGLESIA,2,LLINARS DEL VALLÈS,08450,376 ALT MOGENT,938410303
F08021522,JORBA JULIÀ. ROSA,AV,DE LES BOTIGUES DE SITGES,6,SITGES,08860,366 CASTELLDEFELS-2,936644909
F08021547,ALAMO RUIZ. TRINITAT,PG,DE LES ERES,6,JORBA,08719,131 ANOIA RURAL,938094102
F08021554,SETO MELICH. MARTA,CR,SANTIAGO RUSIÑOL,58,PINEDA DE MAR,08397,325 PINEDA,937626905
F08021561,BARENYS DE LACHA. BEGOÑA,PS,URRUTIA,64,BARCELONA,08031,62 BARCELONA 8-F,934202342
F08021579,GALCERA PIÑOL. MONICA,PS,MARITIM,249-251,CASTELLDEFELS,08860,366 CASTELLDEFELS-2,936657409
F08021586,SERRA TENAS. TOMAS,CT,DE MANRESA-ABRERA,S/N,CASTELLGALÍ,08297,219 SANT VICENÇ DE CASTELLET,939999999
F08021610,BERNAL PIÑOL. CARLOTA,CT,MASNOU A GRANOLLERS,30,ALELLA,08328,361 EL MASNOU-ALELLA,935400383
F08021642,MIÑARRO RAGÓN. DAVID,CR,SEGOVIA,1,RUBÍ,08191,309 RUBÍ 1,936974942
F08021650,SINDREU TORRENT. AIRY,CR,SANT MIQUEL,7,ARGENTONA,08310,10 ARGENTONA,937570501
F08021667,COSTA SABATA. M. TERESA,CR,PAISOS CATALANS,11,CALDERS,08275,11 ARTÉS,938309238
F08021674,ESPINOSA DURO.MA. ISABEL,CT,SANT BARTOMEU.KM.1.6,S/N,GURB,08503,350 VIC-1 NORD,938891023
F08021699,GUANTER BALLESTA. JOSEP MARIA,AV,RAMBLA DE VALLROMANES,14,VALLROMANES,08188,164 MONTORNÈS / MONTMELÓ,939999999
F08021709,CASES SEBASTIA. M IMMACULADA,CR,GIRONA,5-7,VILANOVA DEL CAMÍ,08788,269 VILANOVA DEL CAMÍ,938060044
F08021716,MELLA SANTOS. CAROLINA,AV,SETZE,40,SANTA PERPÈTUA DE MOGODA,08130,230 SANTA PERPÈTUA DE LA MOGODA,935741183
F08021723,MACIA POU. MONTSERRAT,PG,LLUÇANES,19,SANT BOI DE LLUÇANÈS,08589,217 SANT QUIRZE DE BESORA,939999999
F08021730,LOPEZ FERRER.MONTSERRAT,CR,MALLORCA,14,CUBELLES,08880,359 CUBELLES-CUNIT,938952804
F08021748,LACORZANA LOPEZ. MARIA LOURDES,CR,LA SAGRERA,4,PALAU-SOLITÀ I PLEGAMANS,08184,391 PALAU-SOLITÀ I PLEGAMANS,938966354
F08021755,VON CARSTENN-LICHTERFELDE MENENDEZ.CARLOS,AV,BON PASTOR,34,MALGRAT DE MAR,08380,143 MALGRAT DE MAR,937612823
F08021762,LLUCH VILLAMOR. MARIA ROSER,CR,JOSEP MARIEGES,17,SANT BOI DE LLOBREGAT,08830,205 SANT BOI DE LLOBREGAT 4,936303122
F08021770,MAHON GODAYOL.RAFEL,CT,C 17. KM.54.5,S/N,MALLA,08519,253 TONA,938895255
F08021787,BUENACHE BLANCO. ALICIA/DIAZ BUENACHE. LAURA,CR,GRAN VIA DE LLUIS COMPANYS,241,PREMIÀ DE MAR,08330,186 PREMIÀ DE MAR,937520488
F08021794,ALEMANY INGLADA. PERE,CT,SANTPEDOR,228-230,MANRESA,08243,147 MANRESA 3,938784040
F08021804,VIRU MARTINEZ. WALTER JOSE,CR,ROGER DE FLOR,45,GRANOLLERS,08401,286 GRANOLLERS 3 - CENTRE EST,939999999
F08021811,DESCALS VILARNAU. MERCÈ,CT,CARDONA - VALLS TORRUELLA,S/N,SANT MATEU DE BAGES,08263,237 SÚRIA,938696060
F08021829,TUGUES MOLERA. MA. ANGELS,CR,ANTONI SOLER HOSPITAL,13,VILADECAVALLS,08232,250 TERRASSA D,937331730
F08021836,MAÑER CATALA.M/ASENCIO REPULLES.S,CR,ANDREU CERDA,54,CORBERA DE LLOBREGAT,08757,369 CORBERA DE LLOBREGAT,936882888
F08021843,PIGRAU RAZZAUTI. LAURA/OTTO PIGRAU. NIKOLE ,CR,SANT PERE,14,SANT ANDREU DE LLAVANERES,08392,335 SANT ANDREU DE LLAVANERES,937952847
F08021850,SANDOVAL MOLERA. M. ISABEL,CR,SANT NONAT,15-17,SANT PERE DE VILAMAJOR,08458,376 ALT MOGENT,938452094
F08021868,ORRIT MACKENZIE. JORDI,CR,GAIETA VINZIA,66,MOLLET DEL VALLÈS,08100,349 MOLLET DEL VALLÈS-2 OEST,935704216
F08021875,CARDONA REGADA. ARTUR,CR,DEL SERRAL,1,CASTELLVÍ DE ROSANES,08769,360 MARTORELL RURAL,937741013
F08021882,MORATO BALLETBO. MA ASSUMPTA,CR,AUSIAS MARCH,38-40,SANTA PERPÈTUA DE MOGODA,08130,230 SANTA PERPÈTUA DE LA MOGODA,939999999
F08021890,MUNMANY BOIX. ESTEVE,PL,DE LA CREU,1,VIC,08505,351 VIC-2 SUD,939999999
F08021900,ORDIS TRULLS. ANNA,AV,ARGENTINA,1,CERDANYOLA DEL VALLÈS,08290,104 CERDANYOLA DEL VALLÈS 1,935807859
F08021917,AMATE COSTA. GEMMA,CT,DE MATADEPERA,266,TERRASSA,08226,252 TERRASSA F,937351052
F08021924,BRAVO TARIFA. NATALIA,CR,GRAN VIA DE FONTPINEDA,2 BIS,PALLEJÀ,08780,367 PALLEJÀ,936880748
F08021931,RONDON VAZQUEZ. NATASHA LISBETH,CR,ANTONI GAUDI,4,SANT JOAN DESPÍ,08970,214 SANT JOAN DESPÍ 2,939999999
F08021949,GINER FERRANDO. GEMMA SUSANA,PL,MAJOR,12,BORREDÀ,08619,82 BERGA,938239090
F08021956,PERMANYER GARCIA. MARIA I FRANCESCA,CT,DE SABADELL,48,CASTELLAR DEL VALLÈS,08211,97 CASTELLAR DEL VALLÈS,939999999
F08021963,SITJA TOST. CARME,CR,VIA AUGUSTA,2,VILALBA SASSERRA,08455,376 ALT MOGENT,938412449
F08021988,MAS MARTI. ROSER,CT,DE PALAUDARIES,S/N,LLIÇÀ D'AMUNT,08186,315 VALL DEL TENES,939999999
F08021995,PUJOL VALLVE. MA TERESA,CR,DE LA LLUM,12,CASTELLCIR,08183,159 MOIÀ,938666138
F08022004,MÁRQUEZ LORENTE. ANNA.,CR,MOLLO,3,CANOVELLES,08420,284 GRANOLLERS 1 -OEST,938401811
F08022011,VERGE CALDUCH.VICENÇ,CR,PISCINES I ESPORTS,37,NAVARCLES,08270,211 NAVARCLES - SANT FRUITÓS DE BAGES,938270433
F08022029,LLONGUERAS MASO. ANNA,CT,DOSRIUS,90,CARDEDEU,08440,95 CARDEDEU,938712485
F08022036,GARCIA MARNE. YOLANDA,AV,U,26,LES CABANYES,08794,176 PENEDÈS RURAL,938181495
F08022043,SANS GESA.DOLORS,CR,SANT JOAN,29,PARETS DEL VALLÈS,08150,175 PARETS DEL VALLÈS,935730808
F08022050,RUIZ RODRIGUEZ. M. ISABEL,CR,SANTA TERESA,40,SANT CUGAT DEL VALLÈS,08172,389 SANT CUGAT DEL VALLÈS-2,936753344
F08022068,CUADRAS VIDAL. MA ANTONIA,CR,D'IGUALADA,48,VILAFRANCA DEL PENEDÈS,08720,398 VILAFRANCA DEL PENEDÈS 2,938181581
F08022075,PARERA BAYO. MONTSERRAT,PL,DE LA VILA,11,MARTORELL,08760,149 MARTORELL,939999999
F08022082,MARTÍNEZ MARTÍNEZ. ANABEL,AV,DEL VALLES,27,SANT QUIRZE DEL VALLÈS,08192,363 SANT QUIRZE DEL VALLÈS,937214036
F08022100,ECIJA CUBERTA. CRISTINA,CT,DE LA ROCA,2,ÒRRIUS,08317,10 ARGENTONA,937560601
F08022131,JORBA CREMADES. ANNA,CR,OLERDOLA,39,VILANOVA I LA GELTRÚ,08800,316 VILANOVA I LA GELTRÚ 1,939999999
F08022156,MARTÍNEZ LÓPEZ. ANA DE LOS ÁNGELES,CR,BRUGUERA,226,CALELLA,08370,90 CALELLA,937691170
F08022188,BELTRAN ARTOLA. M.GRÀCIA,CR,MALLORCA,60,SANT BOI DE LLOBREGAT,08830,205 SANT BOI DE LLOBREGAT 4,936307446
F08022195,LLISTAR LLAMBI. ROSA.,RI,GAVARRA,61-63,CANET DE MAR,08360,93 CANET DE MAR,937954293
F08022212,TIBURCIO RIBOT. MA JOSEP DE,CR,ROMERO DE TORRES,3-5,TORDERA,08490,336 TORDERA,937642141
F08022220,PORTUS NOGUERA. JOAN,PL,BALMES,1,LES MASIES DE VOLTREGÀ,08508,212 SANT HIPÒLIT DE VOLTREGÀ,938502396
F08022244,TRUJILLO ISERN. OLGA,AV,BASES DE MANRESA,66,MANRESA,08242,147 MANRESA 3,938746555
F08022251,LAGARDA BÖS. DIANA,AV,CATALUNYA,138,PALAU-SOLITÀ I PLEGAMANS,08184,391 PALAU-SOLITÀ I PLEGAMANS,939999999
