Codi farm,Oficina de farmàcia,Tipus via,Nom via,Núm. Via,Municipi,CP,ABS,Telèfon
F08022269,VILA TERRA. DOLORS,CT,DE SENTMENAT,70-74,POLINYÀ,08213,392 POLINYÀ-SENTMENAT,939999999
F08022276,COSTA FORNOLS. JOSEFINA,CR,SERRA D'ENSIJA,24,SALDES,08697,130 ALT BERGUEDÀ,938258074
F08022290,JORDAN COLLET. SARA/JORDAN COLLET. CARLA,CR,LA NOGUERA,1,PINEDA DE MAR,08397,325 PINEDA,937672205
F08022318,MIRET SOLE. M. CARME,CT,SANT PERE DE RIBES,38-42,SITGES,08870,235 SITGES,
F08022325,CURTO TORT. JOSEFINA,CR,SANT ESTEVE DE SESROVIRES,6,MARTORELL,08760,149 MARTORELL,937752313
F08022332,FONT-QUER ROSET. NÚRIA,CR,MANUEL FARRES,95,SANT CUGAT DEL VALLÈS,08173,390 SANT CUGAT DEL VALLÈS-3,936740512
F08022357,PEREZ CARDELUS.  MONTSERRAT,RB,FRANCESC MACIÀ,84-86,ARENYS DE MUNT,08358,9 ARENYS DE MAR,937950084
F08022389,ALTIRRIBA GUTIERREZ. JOAN,AV,ARQUITECTE EDUARD FERRES,136-138,VILASSAR DE MAR,08340,271 VILASSAR DE MAR,937506953
F08022396,VILA BADIA. FRANCESC,AV,MOLI,37,VILADECANS,08840,401 VILADECANS 3,939999999
F08022413,TORNER RIBE. CRISTINA,CR,BARRIADA DE L'ESTACIO,29,RAJADELL,08256,215 SANT JOAN DE VILATORRADA,938369073
F08022420,MASSANEDA LLINAS. XAVIER,CR,SANT CRISTOFOL,37,MANRESA,08243,148 MANRESA 4,938773494
F08022445,CARRERA GRAÑO. ROSA MARIA,CT,DE TERRASSA,377,SABADELL,08205,196 SABADELL 5,937264449
F08022452,HIDALGO MALDONADO. ROSA M.,PL,CÍVICA,10 ,CERDANYOLA DEL VALLÈS,08193,104 CERDANYOLA DEL VALLÈS 1,936911823
F08022460,RIGOL PARERA. SANTIAGO,CR,BALMES,37,PIERA,08784,338 PIERA,937788603
F08022484,GAUDES NAVARRO. ISABEL,CR,PERE PELEGRI,26,ESPLUGUES DE LLOBREGAT,08950,116 ESPLUGUES DE LLOBREGAT 1,939999999
F08022491,RELAT VIDAL. ROSER,CR,GALLECS,73,MOLLET DEL VALLÈS,08100,349 MOLLET DEL VALLÈS-2 OEST,935707973
F08022501,AUTONELL REIXACH. MONTSERRAT,CR,JORDI CAPELL,7,TARADELL,08552,238 SANTA EUGÈNIA DE BERGA,938126159
F08022519,LOPEZ SAURA. SUSANNA,RD,FREDERIC MISTRAL,26-28,MATARÓ,08304,154 MATARÓ 3,939999999
F08022533,HIDALGO VALLS. SARA,AV,CANALETES,11,CERDANYOLA DEL VALLÈS,08290,105 CERDANYOLA DEL VALLÈS 2,939999999
F08022540,BONCOMPTE GINE.JORDI,RB,SANT SEBASTIA,22,SANTA COLOMA DE GRAMENET,08922,222 SANTA COLOMA DE GRAMENET 1,934660351
F08022558,MIRALLES CISQUER. NURIA,PL,FREDERIC DURAN,3,MARTORELL,08760,149 MARTORELL,937742646
F08022565,CONDON GIL. ARIADNA,PG,RIU TER,18-20,BADALONA,08917,279 BADALONA 8,934602855
F08022572,POU GOULA. ESTER,CR,VILAMIROSA,109,MANLLEU,08560,144 MANLLEU,
F08022580,BADIA RUBINAT. MARIA TERESA,CR,BARCELONA,26,PINEDA DE MAR,08397,325 PINEDA,937672553
F08022597,MARIMON MANERO. NURIA,CR,VERGE DE FATIMA,11-13,RUBÍ,08191,310 RUBÍ 2,
F08022614,GAMBÍN ÁVILA. LAURA/CIURANA CARBONÉS. EDUARD,CR,BALMES,155,CALELLA,08370,90 CALELLA,937661498
F08022621,XAPELLI MIAS. ANNA,AV,CATALUNYA,14,RUBÍ,08191,310 RUBÍ 2,935880708
F08022639,AJA GONZALEZ. JUANA,AV,MORERA,112,BADALONA,08915,283 BADALONA 12,933952340
F08022646,VIA ELIPE. PILAR,AV,SALVADOR ESPRIU,23-24,BADALONA,08917,342 BADALONA 7B,933877193
F08022653,MIRO BALDRICH. ROSA MARIA,AV,MARE DE DEU DE BELlVITGE,204,L'HOSPITALET DE LLOBREGAT,08907,299 L'HOSPITALET DE LLOBREGAT 12 (BELLVITGE), 93263078
F08022660,MUÑOZ JUAN. LLUIS,CR,WILSON,39,SANTA COLOMA DE GRAMENET,08921,223 SANTA COLOMA DE GRAMENET 2,933920703
F08022678,MARTINEZ SOLE. JOSEP MA.,CR,FARIGOLA,12,ALELLA,08328,361 EL MASNOU-ALELLA,935402342
F08022685,REDONDO FERNANDEZ. LUCILA,AV,MANUEL FERNANDEZ MARQUEZ,73-75,SANT ADRIÀ DE BESÒS,08930,312 SANT ADRIÀ DEL BESÒS 2,934620698
F08022692,GRACIA FRANCO. ANNA,AV,SANT VICENÇ,3,CASTELLBISBAL,08755,310 RUBÍ 2,937723140
F08022710,GONZALVO VAZQUEZ. MARIA LUISA,AV,SITGES,53,SANT PERE DE RIBES,08810,393 RIBES-OLIVELLA,938961917
F08022727,HIDALGO GÜIMIL. JOSEP LLUIS/MOSCARDO MARTINEZ. M ROSER,CR,SABADELL,79,RUBÍ,08191,309 RUBÍ 1,936973640
F08022734,SORIANO GUIMERA. SILVIA,CR,MOSSEN CAMIL ROSELL,67-69,SANTA COLOMA DE GRAMENET,08921,223 SANTA COLOMA DE GRAMENET 2,933855150
F08022741,ARRIBAS NICOLAU. MAGDALENA,CR,PLA DEL MOLI,20,CABRERA DE MAR,08349,271 VILASSAR DE MAR,937500105
F08022759,PUIG CAMARERO. LLUÍS,CR,VIA ALEXANDRA,37,SABADELL,08206,345 SABADELL 4-B,939999999
F08022766,SANTED ITURRE. ANNA MA.,CR,QUEVEDO,27,BADALONA,08914,342 BADALONA 7B,934601981
F08022773,LLORET PLANCHA. TOMAS,CR,ILDEFONS CERDA,54,SANT PERE DE RIBES,08810,393 RIBES-OLIVELLA,938964000
F08022780,DOMINGO RUBÍ. MERITXELL,CR,CALDERON DE LA BARCA,11,RUBÍ,08191,309 RUBÍ 1,936998709
F08022822,NÚRIA DE BOLÓS GIRALT,CR,CAN TRIES,21,L'HOSPITALET DE LLOBREGAT,08902,298 L'HOSPITALET DE LLOBREGAT 11 - GORNAL,933363135
F08022854,GARRIDO ZAFRA. MONTSERRAT,CR,CANONGE DOCTOR AUGUET,82,VILADECANS,08840,266 VILADECANS 2,936470080
F08022861,BARENYS MANENT. MARTA,CR,SICILIA,37,TERRASSA,08224,250 TERRASSA D,937893295
F08022879,VEIRET DUART. GABRIEL,CR,TEIDE,48,L'HOSPITALET DE LLOBREGAT,08905,295 L'HOSPITALET DE LLOBREGAT 8-FLORIDA S.,934377572
F08022886,CASAMAYOR LLÒRIA. LLUÍS,CR,SIMANCAS,48-50,BADALONA,08918,276 BADALONA 5,934601261
F08022893,URIZ FINA. MERCEDES,AV,MIRAMAR,7,VILADECANS,08840,266 VILADECANS 2,936472198
F08022903,GRILLO DORCA. JOAN,CR,PINTOR SERRA SANTA,17,CASTELLDEFELS,08860,365 CASTELLDEFELS-1,936360416
F08022910,GOMEZ PEÑA. ROSA  ANTONIA,PS,VILANOVA,72,SITGES,08870,235 SITGES,938113801
F08022928,CARDENAL MARGARIT. JOSEP. F,AV,CARRILET,206-208,L'HOSPITALET DE LLOBREGAT,08901,289 L'HOSPITALET DE LLOBREGAT 2 -S.JOSEP,933373599
F08022935,BAUSILI LOPEZ SAEZ.MERCEDES / BAUSILI LOPEZ-SAEZ. ARACELI,PS,D'ESPANYA,5,SANTA MARGARIDA DE MONTBUI,08710,229 SANTA MARGARIDA DE MONTBUI,938036452
F08022942,NAVARRO GARCIA. FRANCESC,AV,FABREGADA,56,L'HOSPITALET DE LLOBREGAT,08901,289 L'HOSPITALET DE LLOBREGAT 2 -S.JOSEP,933387797
F08022950,SEGUI GISBERT. ASSUMPCIO,CR,ISAAC ALBENIZ,23-25,BADALONA,08914,342 BADALONA 7B,933835028
F08022967,RUIZ DE BUSTILLO PONT. JOAN,AV,CERDANYOLA,26,SANT CUGAT DEL VALLÈS,08172,388 SANT CUGAT DEL VALLÈS-1,935901035
F08022974,SOLER LOPEZ. JULIA,CR,MARGARITA XIRGU,29-31,BADALONA,08911,272 BADALONA 1,934641242
F08022981,ELSAHEB MOURAD. AHMAD,CR,LLEO FONTOVA,16,BADALONA,08913,277 BADALONA 6,933998231
F08022999,CASELLAS ARENAS. ELISABET,CR,COLOM,91,OLESA DE MONTSERRAT,08640,168 OLESA DE MONTSERRAT,937787079
F08023008,MORENO LOPEZ. JOSE AGUSTIN,AV,ONZE DE SETEMBRE,38,MONTORNÈS DEL VALLÈS,08170,164 MONTORNÈS / MONTMELÓ,935444180
F08023015,SOLA GUBIANAS. MONTSERRAT,AV,MONTSERRAT,65-69,SANT JOAN DE VILATORRADA,08250,215 SANT JOAN DE VILATORRADA,938767760
F08023022,FERRARONS MACIA. ANA MARIA,CR,COLOM,39-41,GRANOLLERS,08402,287 GRANOLLERS 4 - SUD,938709652
F08023030,MORALES MARTINEZ. MIQUEL,CR,FRANCESC FERRER I GUARDIA,49-51,MOLLET DEL VALLÈS,08100,349 MOLLET DEL VALLÈS-2 OEST,935791378
F08023047,FAJARDO FREDIANI. HERNAN,AV,MARESME,12,CANET DE MAR,08360,93 CANET DE MAR,937954777
F08023054,TRULLOLS CASAS. MONTSERRAT,CR,ESTORNELL,3,LLIÇÀ D'AMUNT,08186,315 VALL DEL TENES,938435165
F08023061,CARMONA MOLINA. NURIA,CR,BALMES,57,CASTELLAR DEL VALLÈS,08211,97 CASTELLAR DEL VALLÈS,937158678
F08023079,LOPEZ CAÑADA. MIREIA,AV,JAUME BALMES,26,VILANOVA I LA GELTRÚ,08800,317 VILANOVA I LA GELTRÚ 2,938105528
F08023086,PACHECO IGEÑO. TERESA/ PALENCIA SEGUER. BEGOÑA.,CR,VERGE DE LA MERCÈ,23,LES FRANQUESES DEL VALLÈS,08520,285 GRANOLLERS 2 - NORD,938404866
F08023093,VALLS RELATS. M. DOLORS,CT,C 17,S/N,L'AMETLLA DEL VALLÈS,08480,121 LA GARRIGA,938431907
F08023103,VIA SOSA. M. ANGELS,CT,DE MATA,43,MATARÓ,08304,154 MATARÓ 3,937901828
F08023110,QUIRANTE SERRANO. JOSEFINA,PS,OLABARRIA,50,SANT CUGAT DEL VALLÈS,08173,389 SANT CUGAT DEL VALLÈS-2,936754992
F08023128,SERRAMIA BRUXOLA. M CARMEN,AV,VERGE DE MONTSERRAT,257-259,EL PRAT DE LLOBREGAT,08820,184 EL PRAT DE LLOBREGAT 3,933795292
F08023135,ROVIROSA OLIVE. CONCEPCIO,AV,RIVOLI,23,MOLLET DEL VALLÈS,08100,349 MOLLET DEL VALLÈS-2 OEST,935707874
F08023142,BALLESTER DIEZ. MARTA,CR,RIERA PARE FITA,109,ARENYS DE MAR,08350,9 ARENYS DE MAR,937924055
F08023150,CLOPÉS MASSANELL .MÒNICA,CM,VELL DE SANT CELONI,3,SANTA MARIA DE PALAUTORDERA,08460,207 SANT CELONI,935647393
F08023167,HOLGUERA GARCIA. M CONSOL,CR,NOU,4,MARTORELLES,08107,150 MARTORELLES,935445260
F08023181,SERRANO MARTINEZ. PILAR,CR,GIRONA,190,GRANOLLERS,08402,285 GRANOLLERS 2 - NORD,938402748
F08023199,MARCET VICENS. JORDI,CT,DE BARCELONA,74-80,SABADELL,08205,196 SABADELL 5,937478020
F08023209,GAVARRO PUIG.ROSER,CR,AMPLE,289,TERRASSA,08226,252 TERRASSA F,937843734
F08023223,FERNANDEZ GIMENEZ. SANDRA,CR,PRIORAT. LOCAL 5,10,SANT ANDREU DE LA BARCA,08740,201 SANT ANDREU DE LA BARCA,936820603
F08023230,GOL ORFILA. JOSEP ORIOL,CR,TORRE D'ENVEJA,39-43,VILANOVA I LA GELTRÚ,08800,316 VILANOVA I LA GELTRÚ 1,938158003
F08023248,CONDAL ELIES. MERCE,CR,RAMIRO DE MAEZTU,29,BADALONA,08913,341 BADALONA 7A,934605137
F08023255,MARTINEZ RODRIGUEZ. BIBIANA,AV,SANTA COLOMA,82-84,SANTA COLOMA DE CERVELLÓ,08690,203 SANT BOI DE LLOBREGAT 2,936406421
F08023262,RODRIGUEZ RUBIO. JOAN CARLES,PG,SANT ELIES,8,BADALONA,08918,275 BADALONA 4,934604683
F08023270,ALONSO RIERA. ENRIC,PL,DE CATALUNYA,5,OLIVELLA,08818,393 RIBES-OLIVELLA,938968792
F08023287,PALOU CUNILL. MARIA,CR,MARE DE DÉU DEL PILAR,124,CARDEDEU,08440,95 CARDEDEU,938460028
F08023294,FOLCH VERICAT. NOELIA / MELERO GÓMEZ. ÓSCAR.,CR,GIRONA,311,GRANOLLERS,08402,285 GRANOLLERS 2 - NORD,938491716
F08023304,POU ISALT. ANGELS,AV,FRANCESC MACIA,149,GRANOLLERS,08402,287 GRANOLLERS 4 - SUD,938795869
F08023311,CASAJUANA CORTINAS. ELISABET,CT,DE MANRESA,33,MOIÀ,08180,159 MOIÀ,938300288
F08023329,BACH BONHORA. TERESA / GIBERT SERRA. MONTSERRAT,AV,ANGEL SALLENT,72,TERRASSA,08224,250 TERRASSA D,937899066
F08023336,SISQUELLA ENJUANES/ROIG SISQUELLA,AV,COSTA BRAVA,2,BADIA DEL VALLÈS,08214,322 CIUTAT BADIA,937192063
F08023343,SOLÉ ROTA. MARIA.,AV,PAU CASALS,13,PALAFOLLS,08389,143 MALGRAT DE MAR,937620979
F08023350,CASTRILLÓN ANDERSON. DANTE PAOLO (TANCADA TEMPORALMENT),PL,DE L'ESGLESIA,2,ORISTÀ,08518,185 LLUÇANÈS,938128018
F08023368,CORONA COLLDEFORN. MONTSERRAT,RD,PRESIDENT MACIA,1-3,MATARÓ,08302,158 MATARÓ 7,937411666
F08023375,PALACIO BALLARÍN. JAVIER,CR,SANT LLORENÇ,91,MATADEPERA,08230,252 TERRASSA F,937301720
F08023382,VIDAL ALBA. MARC,AV,CATALUNYA,39,LLIÇÀ DE VALL,08185,315 VALL DEL TENES,938439301
F08023390,ESCOLANO TRUCO. VICTOR,CR,BEGUES,6,GAVÀ,08850,122 GAVÀ 1,936380866
F08023400,LOZANO BRAVO. M PILAR,AV,PRAT DE LA RIBA,96-98,BIGUES I RIELLS,08415,315 VALL DEL TENES,938658027
F08023417,MUNTADA PAGES. NURIA (HEREUS),CR,SECRETARI GIL,21,PALAU-SOLITÀ I PLEGAMANS,08184,391 PALAU-SOLITÀ I PLEGAMANS,938649680
F08023424,SÁNCHEZ DE LAS CUEVAS. ALEIDA,CT,SANT BOI,184-186,SANT VICENÇ DELS HORTS,08620,374 SANT VICENÇ DELS HORTS-1,936562937
F08023431,COSTA CANTO. MONTSERRAT,CR,BARCELONA,65,ESPARREGUERA,08292,115 ESPARRAGUERA,937708472
F08023449,PALACIOS PALOMINO. MARIA DOLORS,CR,MESTRE SALAMERO,3,VILASSAR DE DALT,08339,353 VILASSAR DE DALT,937538735
F08023456,GILI CARULLA. MARCEL,CR,ANTONI GAUDI,61,ABRERA,08630,370 ABRERA,937703444
F08023463,MUÑOZ GARCIA. FRANCISCO JAVIER/MARIN LOSCERTALES MARIA TERESA,CR,MAJOR,422-438,VALLIRANA,08759,261 VALLIRANA,936833994
F08023470,PERAIRE GUITART.M.CONCEPCIO/PUMAROLA PERAIRE.HELENA,CR,JOAN PRIM,84,PREMIÀ DE MAR,08330,186 PREMIÀ DE MAR,938548200
F08023488,FRANCO GARCIA. MARIA PILAR,PL,CORDOVA,14-15,SABADELL,08206,345 SABADELL 4-B,937461014
F08023495,BATLLERIA CLAROS. CARME,AV,MARTI PUJOL,649-653,BADALONA,08917,282 BADALONA 11,934605843
F08023505,LLOBET ALONSO. ELDA,AV,DEL MEDITERRANI,95,PINEDA DE MAR,08397,325 PINEDA,937692877
F08023512,BUSQUETS CASSO. ANNA,CR,LLUIS COMPANYS,72,SANT PERE DE RIBES,08810,393 RIBES-OLIVELLA,938963825
F08023520,GRANDA PALMERO. ANDREA,CR,TARRAGONA,53,VILANOVA I LA GELTRÚ,08800,317 VILANOVA I LA GELTRÚ 2,938931261
F08023537,CLASCA RIERA. EULALIA,CR,GIRONA,39,GRANOLLERS,08402,286 GRANOLLERS 3 - CENTRE EST,938614002
F08023544,MORENO FENOY. CRISTINA,CR,BARCELONA,58,CASTELLAR DEL VALLÈS,08211,97 CASTELLAR DEL VALLÈS,937159099
F08023551,MAS VALLS. M ANGELS,CR,SANTIAGO RUSIÑOL,8-10,MOLINS DE REI,08750,160 MOLINS DE REI,936800986
F08023569,BRUALLA ESPURT. MARIA JOSE,CR,FRANCESC LAYRET,5,SENTMENAT,08181,392 POLINYÀ-SENTMENAT,937152273
F08023576,MARTINEZ CATALA. NEUS,CR,ROGER DE FLOR,100-104,SANT PERE DE RIBES,08810,393 RIBES-OLIVELLA,938157195
F08023583,AZKOITIA LATORRE. ANGELA MARIA,RD,VILASSAR,2,VILASSAR DE MAR,08340,271 VILASSAR DE MAR,937500569
F08023590,CASAL VIDAL. MERITXELL,CR,SANT PERE,27,OLESA DE MONTSERRAT,08640,168 OLESA DE MONTSERRAT,937787234
F08023600,MASSO MUNIESA. JORDI,CR,POMPEU FABRA,1,SÚRIA,08260,237 SÚRIA,938682289
F08023618,VILARDELL VILA. MARIA NURIA,CR,RIUS I TAULET,11,SANT FRUITÓS DE BAGES,08272,211 NAVARCLES - SANT FRUITÓS DE BAGES,
F08023625,VIEJO GRAU. ELISABETH,RD,DOCTOR ANGLES,66,CANET DE MAR,08360,93 CANET DE MAR,937942116
F08023632,ESCARRER CUADRENCH. NURIA,AV,FRANCESC MACIA,25-27,ESPARREGUERA,08292,115 ESPARRAGUERA,937708552
F08023640,FERRARONS GIRBAU. FRANCESC,CR,BANYS,106-108,LA GARRIGA,08530,121 LA GARRIGA,938718128
F08023657,GIRBAU CAMPDELACREU. JUAN,CR,DEL SOL,65,CANOVELLES,08420,284 GRANOLLERS 1 -OEST,938406108
F08023664,BERTOLIN PARRA. NURIA,AV,CORRAL DEL MAS,17,PIERA,08784,338 PIERA,937788604
F08023671,FEU ESPAÑOL. MIREIA,CT,BARCELONA,11,SANT QUIRZE SAFAJA,08189,159 MOIÀ,938662582
F08023689,GUITO VILA. ANTONI,CR,JACINT VERDAGUER,2,SANTPEDOR,08251,211 NAVARCLES - SANT FRUITÓS DE BAGES,938320697
F08023696,FERRER SANTOS. ANNA,RB,GENERALITAT,47,SANT SADURNÍ D'ANOIA,08770,218 SANT SADURNÍ D'ANOIA,938913871
F08023713,CASTAN ORDUNA. GONZALO,CR,CREU,27,SANT ANDREU DE LA BARCA,08740,201 SANT ANDREU DE LA BARCA,936533369
F08023720,FAIMAN SZULC. CLAUDIA PATRICIA,CR,COLOMERES,60,GAVÀ,08850,123 GAVÀ 2,936334477
F08023738,GRANERO CAMPI. MARIA TERESA,CR,IMMACULADA CONCEPCIO,15-17,CAPELLADES,08786,337 CAPELLADES,938012385
F08023745,BURNIOL GARCIA. MARTA,CR,ALZINA,38,SANT ANDREU DE LLAVANERES,08392,335 SANT ANDREU DE LLAVANERES,937929688
F08023752,ROJAS CANO. MIQUEL,CR,MOSSEN CINTO VERDAGUER,20,SANT ESTEVE SESROVIRES,08635,360 MARTORELL RURAL,937798935
F08023760,ESPAÑA BORRERO. YOLANDA,CR,MAJOR,9,VACARISSES,08233,98 MONTSERRAT,938359163
F08023777,FARRES VILADRICH. ISABEL,AV,MILÂ·LENARI,7,MONTMELÓ,08160,164 MONTORNÈS / MONTMELÓ,935722817
F08023784,ARNIGES GOMEZ. M VICTORIA,AV,MEDITERRANIA,3,MALGRAT DE MAR,08380,143 MALGRAT DE MAR,937654479
F08023791,ALBA JIMENEZ. MANUEL,CR,DR. JOSEP MARIA BARTOMEU,2,PINEDA DE MAR,08397,325 PINEDA,937622538
F08023801,DOMINGUEZ JIMENEZ. MARIA ROSA,CR,ENAMORATS,2,EL MASNOU,08320,361 EL MASNOU-ALELLA,935555936
F08023819,PIZARRO MIAJA. ROSARIO ,CR,CAN SALA DE BAIX,22,ARENYS DE MUNT,08358,9 ARENYS DE MAR,
F08023840,BATLLE TUSET. MONTSERRAT.,PS,CAMP DEL ROURE,20 B,TERRASSA,08227,248 TERRASSA B,937308323
F08023858,ALEGRE RIBALTA. ESTHER,CR,PAU SIMON,30-32,SANT POL DE MAR,08395,93 CANET DE MAR,937601241
F08023865,DOMINGO DELCLOS. ANA,CR,DE LA CREU,4,SANTA MARIA DE PALAUTORDERA,08460,207 SANT CELONI,938483874
F08023880,MORENO FARRE. ELISABET,CR,LLUIS RIUS,52,SANT FELIU DE LLOBREGAT,08980,210 SANT FELIU DE LLOBREGAT 2,936668621
F08023907,DIAZ CENTENO. MARTA,PL,LLUIS COMPANYS,4,CALDES DE MONTBUI,08140,89 CALDES DE MONTBUI,938655898
F08023914,RODRIGUEZ VILLAR. ANA ISABEL,CR,JOSEP TARRADELLAS,7B,CORBERA DE LLOBREGAT,08757,369 CORBERA DE LLOBREGAT,936880797
F08023921,DORADO BETÉS. JUAN JOSE,RI,PARE FITA,32-34,ARENYS DE MAR,08350,9 ARENYS DE MAR,937925877
F08023939,OLIVE GORGAS. M MERCE,AV,GATASSA,71,MATARÓ,08303,157 MATARÓ 6,937984955
F08023946,MASIP OCTAVIO. NÚRIA,CR,FERNANDO POO,31-33,SABADELL,08205,196 SABADELL 5,937276871
F08023953,MORAGUES GARCÍA. LINA MARÍA,GV,LLUIS COMPANYS,62,PREMIÀ DE MAR,08330,186 PREMIÀ DE MAR,937525400
F08023960,BASTINOS BASTIDA. MARIA CARMEN,CR,BARCELONA,1,SANT FELIU DE CODINES,08182,89 CALDES DE MONTBUI,938663064
F08023978,BARGALLO ARQUE. M SALOME,CR,ARQUEBISBE RAMON TORRELLA,22,OLESA DE MONTSERRAT,08640,168 OLESA DE MONTSERRAT,937787543
F08023985,CODINA HERNANDEZ. MERITXELL,CR,FOLCH I TORRES,91,LLIÇÀ D'AMUNT,08186,315 VALL DEL TENES,938415587
F08023992,PUIG AMPURDANES. ROSA,PL,MARIA AURELIA CAPMANY,3,SANT JOAN DESPÍ,08970,213 SANT JOAN DESPÍ 1,934772395
F08024001,ALBALA HURTADO. SOLEDAD,RD,RAMON OTERO PEDRAYO,32,CASTELLDEFELS,08860,365 CASTELLDEFELS-1,936361059
F08024026,PRADELL BUXO. RICARD,CR,VILATORRADA,10-12,SANT JOAN DE VILATORRADA,08250,215 SANT JOAN DE VILATORRADA,938764825
F08024033,PASCUAL AVENTÍN. ADRIÀ,PL,ONZE DE SETEMBRE,1-2,SANT ANDREU DE LA BARCA,08740,201 SANT ANDREU DE LA BARCA,936823133
F08024040,ROSELL ROVIRA. M LLUÏSA,CR,MONTSENY,71,MANLLEU,08560,144 MANLLEU,938514859
F08024058,GUÀRDIA PASCUAL. DIDAC,RD,PRESIDENT TARRADELLAS,34,MATARÓ,08303,157 MATARÓ 6,935361662
F08024065,VILELLA LÓPEZ. MARTA,PS,RAMON VALL,91,NAVÀS,08670,167 NAVÀS/BALSARENY,938392323
F08024072,SERAROLS GOLOBARDES. SILVIA,CR,SANT MAURICI,53,MANRESA,08241,148 MANRESA 4,938776618
F08024080,MARTINEZ CABALLERO. LAURA,CR,APRESTADORA,19-21,L'HOSPITALET DE LLOBREGAT,08902,292 L'HOSPITALET DE LLOBREGAT 5-S.EULÀLIA N.,933324558
F08024097,SEGARRA VIDAL. VICENÇ TOMAS,CR,SANTIAGO RUSIÑOL,93,PINEDA DE MAR,08397,325 PINEDA,937626979
F08024107,VELA PARELLLADA. MONTSERRAT,CT,DE BARCELONA,43,SANTA EULÀLIA DE RONÇANA,08187,315 VALL DEL TENES,938447981
F08024114,PIERA SERRA. GLORIA,PL,JOSEP SAPES ESMENDIA,4,RUBÍ,08191,378 RUBÍ -3,936977163
F08024121,AUBETS DURAN. MARIA MERCE,CR,CAMÍ DE LA FONT DE LES CANYES,9,TERRASSA,08227,252 TERRASSA F,937846984
F08024139,GÓMEZ DE LA PEÑA. VÍCTOR.,AV,DELS VENTS,9-13,BADALONA,08917,282 BADALONA 11,933955787
F08024146,VALLEDEPAZ LLAVERO. SANDRA,CR,MAJOR,55,MONTORNÈS DEL VALLÈS,08170,164 MONTORNÈS / MONTMELÓ,935688330
F08024153,FRANSI GALLART. JOSEFINA,CR,MARIA PALAU,25,GRANOLLERS,08403,284 GRANOLLERS 1 -OEST,938405946
F08024160,ROSSELLO DASCA. ISABEL,CT,SANT BOI,76-82,SANT VICENÇ DELS HORTS,08620,374 SANT VICENÇ DELS HORTS-1,936768411
F08024178,MEDINA GALLEGO. TERESA,AV,FERROCARRIL,13-15,SANT VICENÇ DELS HORTS,08620,375 SANT VICENÇ DELS HORTS-2,936569370
F08024185,SANSI PONSICO. MONTSERRAT,CT,DE TERRASSA,16-18,RUBÍ,08191,309 RUBÍ 1,936976273
F08024192,COSTA MENA. LOURDES,PS,DE LA VILESA,8,TIANA,08391,319 MONTGAT,934655302
F08024202,ROCABEYERA RUIZ. LUISA MARGARITA,CR,DE LLUIS COMPANYS,1-3,VILADECANS,08840,266 VILADECANS 2,936594665
F08024210,O'CALLAGHAN DUCH. IGNACIO,CT,DE VILASSAR,12,ARGENTONA,08310,10 ARGENTONA,937561685
F08024227,MAS LOPEZ. NURIA,CT,VELLA,172-174,SANT CELONI,08470,207 SANT CELONI,938484076
F08024234,HUBER RUANO. CRISTINA,CR,FOLCH I TORRES,4,CALDES DE MONTBUI,08140,89 CALDES DE MONTBUI,938652645
F08024241,CALDUCH PORTA. VICENÇ JOAN,CR,GERMA DURAN,13,SANT FRUITÓS DE BAGES,08272,211 NAVARCLES - SANT FRUITÓS DE BAGES,938788825
F08024259,CLAVEL SUBIRANA. MARIA,CR,ROSSELLO,43-45,MATARÓ,08303,157 MATARÓ 6,
F08024266,FERRER CARITX. RAQUEL/CAPDEVILA CASTELLS. M. ROSER,CR,MONTSERRAT,11,VIC,08500,350 VIC-1 NORD,938892503
F08024273,BELENGUER TORRAS. MARC,CR,CONCORDIA,1,BADALONA,08915,342 BADALONA 7B,932245558
F08024280,TRES OLIVER. OLGA,CR,MAJOR,168,CERVELLÓ,08758,261 VALLIRANA,936602832
F08024298,LOZANO ROCABEYERA. ALBERT,RB,JOSEP MARIA JUJOL,40,SANT JOAN DESPÍ,08970,213 SANT JOAN DESPÍ 1,934776848
F08024308,JAIME BOFILL. INGRID,CR,ANTONI FIGUERAS,11,TONA,08551,253 TONA,938870195
F08024315,MATARO REIXACH. ROGER,CR,SANT JOSEP,40,CENTELLES,08540,102 CENTELLES,938831084
F08024322,PIJOAN MAS. MONTSERRAT,CR,PALAU AUSIT,1,RIPOLLET,08291,387 RIPOLLET-2,936917059
F08024347,FARRE ALTARRIBA. POL,CR,D'ESTEVE ALBERT,43,MATARÓ,08304,155 MATARÓ 4,936386562
F08024354,GALCERAN ROCA. MONTSERRAT,PL,SANT RAMON,18,CERDANYOLA DEL VALLÈS,08290,105 CERDANYOLA DEL VALLÈS 2,935808778
F08024361,ASTALS MORO. ELENA,CR,CONSELL DE CENT,1,TERRASSA,08226,252 TERRASSA F,937349444
F08024379,MOLINA MARTINEZ. ISABEL,CR,SANT JOAN DE DALT,15-17,SANT VICENÇ DE CASTELLET,08295,219 SANT VICENÇ DE CASTELLET,938330611
F08024386,PEREZ BRAVO. GUADALUPE,RB,DE SALVADOR SAMÀ,97,VILANOVA I LA GELTRÚ,08800,380 VILANOVA I LA GELTRÚ 3,938106857
F08024403,MOLLFULLEDA SAN JULIAN. MARTA,CR,MANEL ROCA,96,VILASSAR DE MAR,08340,271 VILASSAR DE MAR,937502065
