Codi farm,Oficina de farmàcia,Tipus via,Nom via,Núm. Via,CP,ABS,Telèfon,Nom comarca,Nom,província,geocode_input,address,lat,lng
F08011130,Gonzalez escanilla. maria jesusa.,Carrer,Leonardo da vinci,17,8204,197 sabadell 6,937102290,Vallès Occidental,Sabadell,Barcelona,"Carrer Leonardo da vinci, 17, 08204, Sabadell, Barcelona, Spain","C. de Leonardo da Vinci, 17, 08204 Sabadell, Barcelona, Spain",41.5237303,2.1105992
F08011147,Reche salmon. ma. cristina,Rambla,Guipuscoa,98,8020,331 barcelona 10-j,933143259,Barcelonès,Barcelona,Barcelona,"Rambla Guipuscoa, 98, 08020, Barcelona, Barcelona, Spain","Rambla de Guipúscoa, 98, 08020 Barcelona, Spain",41.418844,2.2008676
F08011154,Lafarga lasala. natalia,Riera,J. buscarons,55,8360,93 canet de mar,937940547,Maresme,Canet de Mar,Barcelona,"Riera J. buscarons, 55, 08360, Canet de Mar, Barcelona, Spain","Riera Buscarons, 45, 08360 Canet de Mar, Barcelona, Spain",41.5895169,2.5812889
F08011161,Jimenez ucero. m.del pilar,Carretera,De ribes,205,8520,285 granollers 2 - nord,938493772,Vallès Oriental, Les Franqueses Del Vallès,Barcelona,"Carretera De ribes, 205, 08520,  Les Franqueses Del Vallès, Barcelona, Spain","Carretera de Ribes, 205, 08520 Corró d'Avall, Barcelona, Spain",41.6278639,2.2949232
F08011179,Vila badia. albert,Avinguda,Generalitat,30,8754,160 molins de rei,936731024,Baix Llobregat, El Papiol,Barcelona,"Avinguda Generalitat, 30, 08754,  El Papiol, Barcelona, Spain","Avinguda de la Generalitat de Catalunya, 30, 08754 El Papiol, Barcelona, Spain",41.4376655,2.0105798
F08011186,Videllet mestres. maria teresa,Carrer,Entença,254,8029,39 barcelona 4-a,934100494,Barcelonès,Barcelona,Barcelona,"Carrer Entença, 254, 08029, Barcelona, Barcelona, Spain","C/ d'Entença, 254, 08029 Barcelona, Spain",41.3873661,2.14091
F08011193,Andres perera.anna m,Carrer,Mallorca,621,8026,77 barcelona 10-g,933527054,Barcelonès,Barcelona,Barcelona,"Carrer Mallorca, 621, 08026, Barcelona, Barcelona, Spain","C. de Mallorca, 621, 08026 Barcelona, Spain",41.4130616,2.1879953
F08011203,Losa gaspa. esther,Carrer,Garcilaso,213,8027,67 barcelona 9-c,933529703,Barcelonès,Barcelona,Barcelona,"Carrer Garcilaso, 213, 08027, Barcelona, Barcelona, Spain","C/ de Garcilaso, 213, 08027 Barcelona, Spain",41.4234702,2.1797783
F08011228,Audet bonet. gemma,Carrer,Corsega,526,8025,31 barcelona 2-k,932358299,Barcelonès,Barcelona,Barcelona,"Carrer Corsega, 526, 08025, Barcelona, Barcelona, Spain","Carrer de Corsega, 526, 08025 Barcelona, Spain",41.4056333,2.1717928
F08011235,Reines picornell. catalina,Carrer,Alella,12,8016,385 barcelona 8j,933523954,Barcelonès,Barcelona,Barcelona,"Carrer Alella, 12, 08016, Barcelona, Barcelona, Spain","Carrer d'Alella, 12, 08016 Barcelona, Spain",41.4315072,2.1797368
F08011242, déu rosselló. anaís,Carrer,Ravella,11,8021,43 barcelona 5-b,932013351,Barcelonès,Barcelona,Barcelona,"Carrer Ravella, 11, 08021, Barcelona, Barcelona, Spain","Carrer de Ravella, 11, 08021 Barcelona, Spain",41.40076820000000,2.1369876
F08011250,Illa serradell montserrat,Avinguda,Salvador allende,6,8940,110 cornellà de llobregat 3,933764756,Baix Llobregat,Cornellà de Llobregat,Barcelona,"Avinguda Salvador allende, 6, 08940, Cornellà de Llobregat, Barcelona, Spain","Av. de Salvador Allende, 6, 08940 Cornellà de Llobregat, Barcelona, Spain",41.3576804,2.0790343
F08011267,Reyes perez.antonio/gomez gonzalez.lourdes,Carrer,Clariana,16,8030,69 barcelona 9-e,932741975,Barcelonès,Barcelona,Barcelona,"Carrer Clariana, 16, 08030, Barcelona, Barcelona, Spain","Carrer de Clariana, 16, 08030 Barcelona, Spain",41.447305,2.2002955
F08011274,Saus perez. antoni,Carrer,Sant quinti,128,8041,326 barcelona 7-g,934367248,Barcelonès,Barcelona,Barcelona,"Carrer Sant quinti, 128, 08041, Barcelona, Barcelona, Spain","Carrer de Sant Quintí, 128, 08041 Barcelona, Spain",41.4161355,2.1747872
F08011281,Martin garcia. nuria/vila torrecilla. alberto,Carrer,Sardenya,184,8013,28 barcelona 2-h,932316055,Barcelonès,Barcelona,Barcelona,"Carrer Sardenya, 184, 08013, Barcelona, Barcelona, Spain","Carrer de Sardenya, 184, 08013 Barcelona, Spain",41.397028,2.1821973
F08011299,Ortuño gobern. maria pilar,Carrer,Casp,67,8010,28 barcelona 2-h,932320057,Barcelonès,Barcelona,Barcelona,"Carrer Casp, 67, 08010, Barcelona, Barcelona, Spain","Carrer de Casp, 67, 08010 Barcelona, Spain",41.3937223,2.1762952
F08011309,Isern cartro. maria lourdes/isern cartro. lluis,Avinguda,Catalunya,84,8150,175 parets del vallès,935621918,Vallès Oriental,Parets del Vallès,Barcelona,"Avinguda Catalunya, 84, 08150, Parets del Vallès, Barcelona, Spain","Av. de Catalunya, 84, 08150 Parets del Vallès, Barcelona, Spain",41.560826,2.2280644
F08011316,Garcia velasco. eider.,Carrer,Alcalde mostoles,33,8025,52 barcelona 7-b,934553036,Barcelonès,Barcelona,Barcelona,"Carrer Alcalde mostoles, 33, 08025, Barcelona, Barcelona, Spain","Carrer de l'Alcalde de Móstoles, 33, 08025 Barcelona, Spain",41.4108812,2.1659369
F08011323,Viola pie. claudia,Carrer,Llobregos,206,8032,53 barcelona 7-c,934299367,Barcelonès,Barcelona,Barcelona,"Carrer Llobregos, 206, 08032, Barcelona, Barcelona, Spain","Carrer del Llobregós, 206, 08032 Barcelona, Spain",41.4221295,2.1520046
F08011330,Ruz torres. celia,Ronda,Guinardo,77,8024,51 barcelona 7-a,932364003,Barcelonès,Barcelona,Barcelona,"Ronda Guinardo, 77, 08024, Barcelona, Barcelona, Spain","Ronda del Guinardó, 77, 08024 Barcelona, Spain",41.4138597,2.1700077
F08011348,Franquesa font. núria,Carrer,Rossello,72-74,8029,23 barcelona 2-c,934196229,Barcelonès,Barcelona,Barcelona,"Carrer Rossello, 72-74, 08029, Barcelona, Barcelona, Spain","Carrer del Rosselló, 72, 74, 08029 Barcelona, Spain",41.3866314,2.1486431
F08011355,Garcia-vela grau. francisco,Carrer,Gaudi,4,8850,122 gavà 1,936621835,Baix Llobregat,Gavà,Barcelona,"Carrer Gaudi, 4, 08850, Gavà, Barcelona, Spain","Carrer d'Antoni Gaudí, 4, 08850 Gavà, Barcelona, Spain",41.30771000000000,2.00276
F08011362,Falco ferrer. m nieves,Carrer,Frederic soler,34,8820,182 el prat de llobregat 1,933791505,Baix Llobregat, El Prat De Llobregat,Barcelona,"Carrer Frederic soler, 34, 08820,  El Prat De Llobregat, Barcelona, Spain","Carrer de Frederic Soler, 34, 08820 El Prat de Llobregat, Barcelona, Spain",41.3269106,2.0953735
F08011370,Sanchez blazquez. pere,Carrer,Mas duran,43,8042,,933500290,Barcelonès,Barcelona,Barcelona,"Carrer Mas duran, 43, 08042, Barcelona, Barcelona, Spain","Carrer del Mas Duran, 43, 08042 Barcelona, Spain",41.4440187,2.177849
F08011387,Mancho ferreras. judith,Carrer,La riera,10,8301,153 mataró 2,937901058,Maresme,Mataró,Barcelona,"Carrer La riera, 10, 08301, Mataró, Barcelona, Spain","Carrer de la Riera, 10, 08301 Mataró, Barcelona, Spain",41.5386044,2.4451087
F08011394,Vilaltella coll. m.carme,Carrer,Flamisell,55,8202,198 sabadell 7,937251719,Vallès Occidental,Sabadell,Barcelona,"Carrer Flamisell, 55, 08202, Sabadell, Barcelona, Spain","Carrer del Flamicell, 55, 08202 Torre-romeu, Barcelona, Spain",41.549794,2.1216849
F08011404,Vidal fernandez. silvia,Carrer,Isern,1,8302,152 mataró 1,937987004,Maresme,Mataró,Barcelona,"Carrer Isern, 1, 08302, Mataró, Barcelona, Spain","Carrer del Músic Jaume Isern, 1, 08302 Mataró, Barcelona, Spain",41.5404509,2.4401277
F08011411,Garcia rocafort. aranzazu,Carrer,Bori i fontesta,18,8021,42 barcelona 5-a,932017298,Barcelonès,Barcelona,Barcelona,"Carrer Bori i fontesta, 18, 08021, Barcelona, Barcelona, Spain","Carrer de Bori i Fontestà, 18, 08021 Barcelona, Spain",41.3933198,2.1389247
F08011429,Cachà guarino. francesca,Avinguda,Diagonal,111,8005,73 barcelona 10-c,933084120,Barcelonès,Barcelona,Barcelona,"Avinguda Diagonal, 111, 08005, Barcelona, Barcelona, Spain","Avinguda Diagonal, 111, 08005 Barcelona, Spain",41.4069977,2.2027319
F08011436,Domingo ortega. carles,Carrer,Guipuzcoa,21 bis,8018,78 barcelona 10-h,933077064,Barcelonès,Barcelona,Barcelona,"Carrer Guipuzcoa, 21 bis, 08018, Barcelona, Barcelona, Spain","Rambla de Guipúscoa, 21, 08018 Barcelona, Spain",41.4142125,2.1937565
F08011443,Blasco gil de bernabe. manuel,Carrer,Figueres,1,8917,280 badalona 9,933870499,Barcelonès,Badalona,Barcelona,"Carrer Figueres, 1, 08917, Badalona, Barcelona, Spain","Carrer de Figueres, 1, 08917 Santa Coloma de Gramenet, Barcelona, Spain",41.4524865,2.2265447
F08011450,Prat calvet. carme,Avinguda,Mare de deu de montserrat,240-242,8041,326 barcelona 7-g,934557521,Barcelonès,Barcelona,Barcelona,"Avinguda Mare de deu de montserrat, 240-242, 08041, Barcelona, Barcelona, Spain","Av. de la Mare de Déu de Montserrat, 240, 242, 08041 Barcelona, Spain",41.4223102,2.1748691
F08011468,Vintro brichfeus. jordi,Carrer,Ferrer vidal,S/n,8241,145 manresa 1,938737954,Bages,Manresa,Barcelona,"Carrer Ferrer vidal, S/n, 08241, Manresa, Barcelona, Spain","Carrer de Ferrer Vidal, 08241 Manresa, Barcelona, Spain",41.7258974,1.8157618
F08011475,Segarra isern. arnau,,De la floresta,9,8198,389 sant cugat del vallès-2,936741863,Vallès Occidental,Sant Cugat del Vallès,Barcelona,,,,
F08011482,Serra de dalmases. fausto,Carrer,Isidre marti,40,8950,117 esplugues de llobregat 2,933710392,Baix Llobregat,Esplugues de Llobregat,Barcelona,"Carrer Isidre marti, 40, 08950, Esplugues de Llobregat, Barcelona, Spain","Avinguda d'Isidre Martí, 40, 08950 Esplugues de Llobregat, Barcelona, Spain",41.3758472,2.0834702
F08011490,Carreras font. mireia,Carrer,Riera,38,8420,284 granollers 1 -oest,938490833,Vallès Oriental,Canovelles,Barcelona,"Carrer Riera, 38, 08420, Canovelles, Barcelona, Spain","C/ Riera, 38, 08420 la Barriada Nova, Barcelona, Spain",41.6155584,2.2835369
F08011500,Mataro reixac. guillem,Carrer,Pont,15,8550,102 centelles,938820059,Osona,Balenyà,Barcelona,"Carrer Pont, 15, 08550, Balenyà, Barcelona, Spain","Carrer del Pont, 15, 08550 Els Hostalets de Balenyà, Barcelona, Spain",41.81427,2.2358699
F08011517,Bertran barbera. helena,Carrer,Gatassa,10,8303,156 mataró 5,937982915,Maresme,Mataró,Barcelona,"Carrer Gatassa, 10, 08303, Mataró, Barcelona, Spain","Carrer de la Gatassa, 10, 08303 Mataró, Barcelona, Spain",41.5407229,2.4256
F08011524,Castellanos vila. xavier,Carrer,Ruben dario,79,8030,395 barcelona 9-h,933452043,Barcelonès,Barcelona,Barcelona,"Carrer Ruben dario, 79, 08030, Barcelona, Barcelona, Spain","Carrer de Rubén Darío, 79, 08030 Barcelona, Spain",41.434284,2.1862901
F08011531,Sayos medina. marta,Carrer,Anselm clave,74,8186,315 vall del tenes,938416105,Vallès Oriental,Lliçà d'Amunt,Barcelona,"Carrer Anselm clave, 74, 08186, Lliçà d'Amunt, Barcelona, Spain","Carrer d'Anselm Clavé, 74, 08186 Lliçà d'Amunt, Barcelona, Spain",41.6086477,2.2389426
F08011556,Gimenez parcet. arturo,Carrer,Valencia,90-92,8015,22 barcelona 2-b,932244233,Barcelonès,Barcelona,Barcelona,"Carrer Valencia, 90-92, 08015, Barcelona, Barcelona, Spain","Carrer de València, 90, 92, 08015 Barcelona, Spain",41.3825026,2.1501074
F08011563,Castellvi granados. francisco,Carrer,Ganduxer,129,8022,46 barcelona 5-e,934176021,Barcelonès,Barcelona,Barcelona,"Carrer Ganduxer, 129, 08022, Barcelona, Barcelona, Spain","Carrer de Ganduxer, 129, 08022 Barcelona, Spain",41.4030502,2.131143
F08011570,Rocha rosal. elvira,Plaça,Sants,9,8028,36 barcelona 3-e,933393088,Barcelonès,Barcelona,Barcelona,"Plaça Sants, 9, 08028, Barcelona, Barcelona, Spain","Plaça de Sants, 9, 08028 Barcelona, Spain",41.3756782,2.1354081
F08011588,Sagrera serrano. susanna,Carrer,Herzegovina,4,8021,43 barcelona 5-b,932012078,Barcelonès,Barcelona,Barcelona,"Carrer Herzegovina, 4, 08021, Barcelona, Barcelona, Spain","Carrer d'Hercegovina, 4, 08021 Barcelona, Spain",41.4015974,2.1386754
F08011595,Barniol comellas. gloria,Carrer,Sant antoni,31,8330,186 premià de mar,937510444,Maresme,Premià de Mar,Barcelona,"Carrer Sant antoni, 31, 08330, Premià de Mar, Barcelona, Spain","Carrer de Sant Antoni, 31, 08330 Premià de Mar, Barcelona, Spain",41.4899311,2.3581413
F08011605,Bellart alfonso. jose maria,Carrer,Padilla,338-340,8025,52 barcelona 7-b,934359087,Barcelonès,Barcelona,Barcelona,"Carrer Padilla, 338-340, 08025, Barcelona, Barcelona, Spain","Carrer de Padilla, 338, 340, 08025 Barcelona, Spain",41.4103864,2.1712074
F08011612,Pallares peremiquel. m. teresa,Carrer,Cos,94-96,8650,200 sallent,938370718,Bages,Sallent,Barcelona,"Carrer Cos, 94-96, 08650, Sallent, Barcelona, Spain","Carrer del Cós, 94, 96, 08650 Sallent, Barcelona, Spain",41.8266311,1.8933386
F08011620,Bouyat salamanca. jean-paul,Avinguda,Icaria,160,8005,71 barcelona 10-a,932210620,Barcelonès,Barcelona,Barcelona,"Avinguda Icaria, 160, 08005, Barcelona, Barcelona, Spain","Av. d'Icària, 160, 08005 Barcelona, Spain",41.3910373,2.1971399
F08011637,Sellarés díaz. m.mercè.,Carrer,Campins,9,8030,69 barcelona 9-e,933458300,Barcelonès,Barcelona,Barcelona,"Carrer Campins, 9, 08030, Barcelona, Barcelona, Spain","Carrer de Campins, 9, 08030 Barcelona, Spain",41.4473704,2.1993129
F08011644,Cascante torrella. roser,Carrer,Raval,55,8695,130 alt berguedà,938244101,Berguedà,Bagà,Barcelona,"Carrer Raval, 55, 08695, Bagà, Barcelona, Spain","Carrer del Raval, 55, 08695 Bagà, Barcelona, Spain",42.25165,1.86373
F08011651,Rey gilabert. maria,Carrer,Castillejos,437,8024,51 barcelona 7-a,934351101,Barcelonès,Barcelona,Barcelona,"Carrer Castillejos, 437, 08024, Barcelona, Barcelona, Spain","Carrer de los Castillejos, 437, 08024 Barcelona, Spain",41.4140755,2.1682516
F08011669,Pardo reguant. m.carme / relat pardo. júlia,Carrer,Masia,2,8110,302 montcada i reixac,935642139,Vallès Occidental,Montcada i Reixac,Barcelona,"Carrer Masia, 2, 08110, Montcada i Reixac, Barcelona, Spain","Carrer Masia, 2, 08110 Montcada i Reixac, Barcelona, Spain",41.4697405,2.1841718
F08011676,Sanz costa. marta,Carrer,Collblanc,66,8028,41 barcelona 4-c,932490169,Barcelonès,Barcelona,Barcelona,"Carrer Collblanc, 66, 08028, Barcelona, Barcelona, Spain","Carretera de Collblanc, 66, 08028 Barcelona, Spain",41.375878,2.1177338
F08011683,Barranco  nicolas. esther,Carretera,Cardona,55,8262,237 súria,938360077,Bages,Callús,Barcelona,"Carretera Cardona, 55, 08262, Callús, Barcelona, Spain","Carretera Cardona, 55, 08262 Callús, Barcelona, Spain",41.7827553,1.7832905
F08011690,Valls cebrian. maria teresa,Carrer,Escorial,23,8024,47 barcelona 6-a,932132075,Barcelonès,Barcelona,Barcelona,"Carrer Escorial, 23, 08024, Barcelona, Barcelona, Spain","Carrer de l'Escorial, 23, 08024 Barcelona, Spain",41.4068241,2.1614865
F08011700,Tous geulen. josep ma.,Carrer,Florit,29,8208,192 sabadell 2,937162348,Vallès Occidental,Sabadell,Barcelona,"Carrer Florit, 29, 08208, Sabadell, Barcelona, Spain","Carrer Florit, 29, 08208 Sabadell, Barcelona, Spain",41.5628562,2.1034438
F08011718,Casasus duran. jordi,Avinguda,Josep tarradellas,3,8029,38 barcelona 3-g,932301926,Barcelonès,Barcelona,Barcelona,"Avinguda Josep tarradellas, 3, 08029, Barcelona, Barcelona, Spain","Av. de Josep Tarradellas, 3, 08029 Barcelona, Spain",41.3814202,2.1419383
F08011725,Matabosch vilaseca. xavier,Carrer,Numancia,14,8029,38 barcelona 3-g,932301482,Barcelonès,Barcelona,Barcelona,"Carrer Numancia, 14, 08029, Barcelona, Barcelona, Spain","Carrer de Numància, 14, 08029 Barcelona, Spain",41.3817735,2.1412351
F08011732,Paz donoso. carmen,Carrer,Santa teresa,60,8850,122 gavà 1,936622646,Baix Llobregat,Gavà,Barcelona,"Carrer Santa teresa, 60, 08850, Gavà, Barcelona, Spain","Carrer de Santa Teresa, 60, 08850 Gavà, Barcelona, Spain",41.3065646,1.9989324
F08011757,Giner mongort. m.rosario,Carrer,Granollers,8,8032,54 barcelona 7-d,932294614,Barcelonès,Barcelona,Barcelona,"Carrer Granollers, 8, 08032, Barcelona, Barcelona, Spain","Carrer de Granollers, 8, 08032 Barcelona, Spain",41.4283205,2.1624816
F08011771,Alvarez granja. guadalupe,,De gracia,26,8007,27 barcelona 2-g,933021124,Barcelonès,Barcelona,Barcelona,,,,
F08011789,Miralles majo. lluis,Carrer,S'agaro,3,8033,327 barcelona 8-i,933542705,Barcelonès,Barcelona,Barcelona,"Carrer S'agaro, 3, 08033, Barcelona, Barcelona, Spain","Carrer de s'Agaró, 3, 08033 Barcelona, Spain",41.44741010000000,2.186786
F08011796,Rabassa carulla. merce,Avinguda,Generalitat,131,8923,226 santa coloma de gramenet 5,934665091,Barcelonès,Santa Coloma de Gramenet,Barcelona,"Avinguda Generalitat, 131, 08923, Santa Coloma de Gramenet, Barcelona, Spain","Av. de la Generalitat, 131, 08923 Santa Coloma de Gramenet, Barcelona, Spain",41.4425379,2.2107293
F08011806,Mancho muñoz. amparo,Avinguda,Mare de deu de montserrat,109,8024,51 barcelona 7-a,932358865,Barcelonès,Barcelona,Barcelona,"Avinguda Mare de deu de montserrat, 109, 08024, Barcelona, Barcelona, Spain","Av. de la Mare de Déu de Montserrat, 109, 08024 Barcelona, Spain",41.4158605,2.1684932
F08011813,Carbonell  roger. guillem,Carrer,Comte borrell,7,8015,21 barcelona 2-a,934419411,Barcelonès,Barcelona,Barcelona,"Carrer Comte borrell, 7, 08015, Barcelona, Barcelona, Spain","Carrer del Comte Borrell, 7, 08015 Barcelona, Spain",41.3754765,2.1647778
F08011820,Lozano salvatella. juan luis,Carrer,Maladeta,7-11,8016,385 barcelona 8j,933527804,Barcelonès,Barcelona,Barcelona,"Carrer Maladeta, 7-11, 08016, Barcelona, Barcelona, Spain","Carrer de la Maladeta, 7, 11, 08016 Barcelona, Spain",41.4318727,2.1766286
F08011838,Fiol belart. jaume,Carrer,Casanova,140,8036,25 barcelona 2-e,932537461,Barcelonès,Barcelona,Barcelona,"Carrer Casanova, 140, 08036, Barcelona, Barcelona, Spain","Carrer de Casanova, 140, 08036 Barcelona, Spain",41.3888216,2.1546746
F08011845,Biosca ballester. humbert/fernandez manteca.javier,Carrer,Guipuscoa,67-69,8020,78 barcelona 10-h,933144820,Barcelonès,Barcelona,Barcelona,"Carrer Guipuscoa, 67-69, 08020, Barcelona, Barcelona, Spain","Rambla de Guipúscoa, 67, 69, 08020 Barcelona, Spain",41.4174565,2.1982539
F08011852,Colell martínez. laura,Avinguda,De la riera de cassoles,43-45,8012,43 barcelona 5-b,932373389,Barcelonès,Barcelona,Barcelona,"Avinguda De la riera de cassoles, 43-45, 08012, Barcelona, Barcelona, Spain","Avinguda de la Riera de Cassoles, 43, 45, 08012 Barcelona, Spain",41.4045346,2.1500507
F08011860,Gavalda guiteras.ma pilar,Plaça,Major,14,8279,11 artés,938387000,Bages,Avinyó,Barcelona,"Plaça Major, 14, 08279, Avinyó, Barcelona, Spain","Plaça Major, 14, 08279 Avinyó, Barcelona, Spain",41.8640198,1.9714203
F08011877,Guivernau soler.maria josefa/lebrero martinez.susana,Avinguda,Borbon,64,8016,385 barcelona 8j,933522301,Barcelonès,Barcelona,Barcelona,"Avinguda Borbon, 64, 08016, Barcelona, Barcelona, Spain","Avinguda dels Quinze, 64, 08016 Barcelona, Spain",41.4287013,2.1749983
F08011884,Fernandez pradas. m teresa,Carrer,Vallseca,30,8024,51 barcelona 7-a,932141037,Barcelonès,Barcelona,Barcelona,"Carrer Vallseca, 30, 08024, Barcelona, Barcelona, Spain","Carrer de Vallseca, 30, 08024 Barcelona, Spain",41.41519540000000,2.1629556
F08011891,Gardella roca. neus,Carrer,Arenys,108,8035,55 barcelona 7-e,932295714,Barcelonès,Barcelona,Barcelona,"Carrer Arenys, 108, 08035, Barcelona, Barcelona, Spain","Carrer d'Arenys, 108, 08035 Barcelona, Spain",41.4231675,2.1470542
F08011901,Pané trullols. elena,Carrer,Pau alsina,57,8024,358 barcelona 6-e,932107856,Barcelonès,Barcelona,Barcelona,"Carrer Pau alsina, 57, 08024, Barcelona, Barcelona, Spain","Carrer de Pau Alsina, 57, 08024 Barcelona, Spain",41.4089618,2.1632329
F08011919,Gine guix .maria del mar.,Carrer,Balmes,303,8006,43 barcelona 5-b,932007116,Barcelonès,Barcelona,Barcelona,"Carrer Balmes, 303, 08006, Barcelona, Barcelona, Spain","Carrer de Balmes, 303, 08006 Barcelona, Spain",41.4021939,2.1455233
F08011933,Sanchez sabate. montserrat,Avinguda,Diagonal,180,8018,71 barcelona 10-a,933004965,Barcelonès,Barcelona,Barcelona,"Avinguda Diagonal, 180, 08018, Barcelona, Barcelona, Spain","Avinguda Diagonal, 180, 08018 Barcelona, Spain",41.4053955,2.1941276
F08011940,Carrillo herranz. j.ramon i meritxell,Carrer,Roger de flor,240,8025,30 barcelona 2-j,932579086,Barcelonès,Barcelona,Barcelona,"Carrer Roger de flor, 240, 08025, Barcelona, Barcelona, Spain","Carrer de Roger de Flor, 240, 08025 Barcelona, Spain",41.4016084,2.1691495
F08011958,Fuentes sastre. maria soledad,Carrer,Jacint verdaguer,S/n,8272,211 navarcles - sant fruitós de bages,938760094,Bages,Sant Fruitós de Bages,Barcelona,"Carrer Jacint verdaguer, S/n, 08272, Sant Fruitós de Bages, Barcelona, Spain","Carrer Jacint Verdaguer, 08272 Sant Fruitós de Bages, Barcelona, Spain",41.7521059,1.874944
F08011965,Subira claramunt. jordi,Carrer,Bartomeu pi,26,8014,35 barcelona 3-d,934211930,Barcelonès,Barcelona,Barcelona,"Carrer Bartomeu pi, 26, 08014, Barcelona, Barcelona, Spain","Carrer de Bartomeu Pi, 26, 08014 Barcelona, Spain",41.3696317,2.1387521
F08011972,Rodriguez ferran. montserrat,Carrer,Vall d'ordesa,10,8031,59 barcelona 8-c,932295918,Barcelonès,Barcelona,Barcelona,"Carrer Vall d'ordesa, 10, 08031, Barcelona, Barcelona, Spain","Carrer de la Vall d'Ordesa, 10, 08031 Barcelona, Spain",41.431156,2.1662932
F08011980,Farre bonals. lluis,Carrer,Barcelona,1,8242,146 manresa 2,938731848,Bages,Manresa,Barcelona,"Carrer Barcelona, 1, 08242, Manresa, Barcelona, Spain","Carrer de Barcelona, 1, 08242 Manresa, Barcelona, Spain",41.7299727,1.8225697
F08011997,Galceran garcia. meritxell,Carretera,D'enllaç,46. lc 2,8338,186 premià de mar,937513290,Maresme,Premià de Dalt,Barcelona,"Carretera D'enllaç, 46. lc 2, 08338, Premià de Dalt, Barcelona, Spain","Carretera d'Enllaç, 46, 2, 08338 Premià de Dalt, Barcelona, Spain",41.5052808,2.3458561
F08012006,Calderon olivas. m. estrella,Carrer,Lledoner,2,8035,55 barcelona 7-e,932475222,Barcelonès,Barcelona,Barcelona,"Carrer Lledoner, 2, 08035, Barcelona, Barcelona, Spain","Carrer del Lledoner, 2, 08035 Barcelona, Spain",41.4248289,2.1389321
F08012013,Moliner soto. emilio,Carrer,Enamorats,5,8013,29 barcelona 2-i,932462312,Barcelonès,Barcelona,Barcelona,"Carrer Enamorats, 5, 08013, Barcelona, Barcelona, Spain","Carrer dels Enamorats, 5, 08013 Barcelona, Spain",41.4019702,2.1794674
F08012020,Balcells valls. lluis,Carrer,Felip ii,112,8027,67 barcelona 9-c,932527759,Barcelonès,Barcelona,Barcelona,"Carrer Felip ii, 112, 08027, Barcelona, Barcelona, Spain","Carrer de Felip II, 112, 08027 Barcelona, Spain",41.4217664,2.1853818
F08012038,Ballart ruiz. m luz,Carrer,Anselm de riu,24,8924,224 santa coloma de gramenet 3,933916653,Barcelonès,Santa Coloma de Gramenet,Barcelona,"Carrer Anselm de riu, 24, 08924, Santa Coloma de Gramenet, Barcelona, Spain","Avinguda de l'Anselm de Riu, 24, 08924 Santa Coloma de Gramenet, Barcelona, Spain",41.4579004,2.201512
F08012045,Merida donoso. salvador,Carrer,Lepant,330-332,8025,31 barcelona 2-k,934362343,Barcelonès,Barcelona,Barcelona,"Carrer Lepant, 330-332, 08025, Barcelona, Barcelona, Spain","Carrer de Lepant, 330, 332, 08025 Barcelona, Spain",41.4069291,2.1735891
F08012052,Schröder vilar.susana/schröder vilar.maria/schröder vilar.elena,Carrer,Tibidabo,19,8227,248 terrassa b,937860487,Vallès Occidental,Terrassa,Barcelona,"Carrer Tibidabo, 19, 08227, Terrassa, Barcelona, Spain","Carrer del Tibidabo, 19, 08227 Terrassa, Barcelona, Spain",41.5713004,2.0366174
F08012060,Jimenez castelltort. laura,Carrer,Laforja,109,8021,42 barcelona 5-a,932008159,Barcelonès,Barcelona,Barcelona,"Carrer Laforja, 109, 08021, Barcelona, Barcelona, Spain","Carrer de Laforja, 109, 08021 Barcelona, Spain",41.3951185,2.1431824
F08012077,Recasens relat. judit,Avinguda,Catalunya,65,8110,302 montcada i reixac,935641688,Vallès Occidental,Montcada i Reixac,Barcelona,"Avinguda Catalunya, 65, 08110, Montcada i Reixac, Barcelona, Spain","Av. Catalunya, 65, 08110 Montcada i Reixac, Barcelona, Spain",41.4949893,2.1829379
F08012084,Oltra rovira. miquel angel,Carretera,De santpedor,110,8243,147 manresa 3,938776536,Bages,Manresa,Barcelona,"Carretera De santpedor, 110, 08243, Manresa, Barcelona, Spain","Ctra. de Santpedor, 110, 08243 Manresa, Barcelona, Spain",41.73434630000000,1.8320956
F08012091,Serentill rovira. maria rosa,Carrer,Baltasar oriol,59,8940,108 cornellà de llobregat 1,933771965,Baix Llobregat,Cornellà de Llobregat,Barcelona,"Carrer Baltasar oriol, 59, 08940, Cornellà de Llobregat, Barcelona, Spain","Carrer de Baltasar Oriol i Mercer, 59, 08940 Cornellà de Llobregat, Barcelona, Spain",41.3526823,2.0876226
F08012101,Sanroman garcia. blanca,Plaça,De montbau,7,8035,55 barcelona 7-e,932293909,Barcelonès,Barcelona,Barcelona,"Plaça De montbau, 7, 08035, Barcelona, Barcelona, Spain","Pla de Montbau, Pla de Montbau, 3, 08035 Barcelona, Spain",41.4308359,2.1429529
F08012119,Valero mendoza. m teresa,Carrer,Del maresme,64,8019,74 barcelona 10-d,933073543,Barcelonès,Barcelona,Barcelona,"Carrer Del maresme, 64, 08019, Barcelona, Barcelona, Spain","C/ del Maresme, 64, 08019 Barcelona, Spain",41.4137764,2.2139955
